,absstatus,brakestatus,closestintersectid,device,elevation,filedate,filetimeutc,fixtypehvgps,gpsorientsemimaj,gpssemimajaxis,gpssemiminaxis,gpsspeed,heading,headlamp,key,latitude,localtimems,longaccel,longitude,speed,stabilitycontrolstatus,steerangle,throttlepospct,traccontrolstatus,transstate,turnsignal,uuid,wiper,yawrate
7064,0,0,0,101084,230.02,20200601,111819,2,36.0,1.0,0.79,15.728598,353.66,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzU2NTV9,40.087909338849975,40975655,0.095479965,-83.12298114497253,15.866667,0,-3.4,0,0,2,0,a32a7b3b77a88b9b6da02cc00cb4afb9,0,-0.73243713
7065,0,0,0,101084,230.02,20200601,111819,2,34.0,0.99,0.79,15.678236,352.22,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzYxNTV9,40.08797954480655,40976155,-0.00022315979,-83.12299461787931,15.961111,0,-3.4,0,0,2,0,ef9914c36a7cee4a6c5f223efc605ed9,0,-0.97657776
7066,0,0,0,101084,230.12,20200601,111819,2,31.0,0.97,0.79,15.525611,351.42,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzY2NTV9,40.088048897409486,40976655,-0.00022315979,-83.12300845520495,16.005556,0,-3.6000001,0,0,2,0,85ce3484d5eaac3d292523b1c9c57b08,0,-0.73243713
7067,0,0,0,101084,230.12,20200601,111819,2,30.0,0.97,0.79,15.7815275,350.66,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzcxNTV9,40.088119247352054,40977155,-0.14377975,-83.12302311764077,16.086111,0,-5.1,0,0,2,0,883917b4248a7374a427451c2336a022,0,-1.2207184
7068,0,0,0,101084,230.22,20200601,111819,2,30.0,0.99,0.8,15.630445,349.2,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5Nzc2NTV9,40.08818894127649,40977655,-0.048074722,-83.12303943043072,16.175,0,-6.3,0,0,2,0,70ccae33f2236cade755562d90b62f78,0,-1.7089996
7069,0,0,0,101084,230.22,20200601,111819,2,27.0,1.0,0.81,15.948542,348.91,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzgxNTZ9,40.08825861262803,40978156,-0.00022315979,-83.1230558259947,16.255556,0,-7.0,0,0,2,0,c5ec64aef72773fa805e843406c7f1b7,0,-1.9531403
7070,0,0,0,101084,230.12,20200601,111819,2,23.0,0.98,0.82,15.912569,347.87,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5Nzg2NTZ9,40.08832912743846,40978656,-0.048074722,-83.12307538273954,16.233334,0,-7.0,0,0,2,0,224ece52a8de7ea4b61fa40553dff1e9,0,-1.9531403
7071,0,0,0,101084,230.22,20200601,111819,2,20.0,0.96,0.81,16.027166,346.17,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5NzkxNTZ9,40.08839981160096,40979156,-0.00022315979,-83.12309674857364,16.26111,0,-4.8,0,0,2,0,cb3738850caf2ae307b4666c43845c54,0,-1.2207184
7072,0,0,0,101084,230.12,20200601,111819,2,20.0,0.95,0.81,16.004555,346.03,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5Nzk2NTZ9,40.08847031267001,40979656,-0.00022315979,-83.12311911206133,16.366667,0,-4.3,0,0,2,0,b1182135f202719329eee062aac3f7eb,0,-1.2207184
7073,0,0,0,101084,230.12,20200601,111819,2,18.0,0.95,0.81,16.099112,345.26,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODAxNTZ9,40.088540484205076,40980156,-0.095926285,-83.12314277796757,16.352777,0,-4.2000003,0,0,2,0,4bde78b14231cdb0f38eb46cfec9b37c,0,-0.97657776
7074,0,0,0,101084,230.12,20200601,111819,2,17.0,0.96,0.82,16.02357,344.78,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODA2NTZ9,40.088610486373206,40980656,-0.14377975,-83.12316704809376,16.391666,0,-2.9,0,0,2,0,9dd25ff56e71ed4093ad5b433217d354,0,-0.4882965
7075,0,0,0,101084,230.02,20200601,111819,2,14.0,0.95,0.82,16.096027,344.3,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODExNTZ9,40.088680487875585,40981156,-0.095926285,-83.12319248490692,16.338888,0,-3.1000001,0,0,2,0,cdd08c73d815147ab998128a99b52ed7,0,-0.73243713
7076,0,0,0,101084,229.92,20200601,111819,2,11.0,0.95,0.82,16.116583,344.12,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODE2NTZ9,40.08875048826721,40981656,-0.14377975,-83.12321785704879,16.288889,0,-5.1,0,0,2,0,5b1100a2c3f2bd5d7166d0033785bf54,0,-1.464859
7077,0,0,0,101084,229.92,20200601,111819,2,7.5,0.95,0.81,16.037958,343.41,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODIxNTZ9,40.08882032223248,40982156,-0.048074722,-83.12324467680456,16.31111,0,-5.7000003,0,0,2,0,a8dbe5f3314ec4656bc36ed533e587da,0,-1.2207184
7078,0,0,0,101084,229.82,20200601,111819,2,3.7,0.94,0.81,16.019459,342.26,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODI2NTZ9,40.08888932016483,40982656,-0.14377975,-83.12327309141924,16.294445,0,-5.9,0,0,2,0,032e51f1c58cb8748227d917d5bcf748,0,-1.464859
7079,0,0,0,101084,229.82,20200601,111819,2,1.1,0.94,0.8,16.017403,341.35,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODMxNTZ9,40.08895798248667,40983156,-0.00022315979,-83.1233027875533,16.266666,0,-5.9,0,0,2,0,67e17d3f1c5c2b0f1e1a197c4584c4c7,0,-1.464859
7080,0,0,0,101084,229.72,20200601,111819,2,2.9,0.93,0.79,16.001986,340.22,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODM2NTZ9,40.08902647376239,40983656,-0.048074722,-83.1233343642731,16.391666,0,-3.6000001,0,0,2,0,558a7ec0c3a760896d47ec20f88de5a1,0,-1.2207184
7081,0,0,0,101084,229.82,20200601,111819,2,3.9,0.93,0.79,15.94443,339.99,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODQxNTZ9,40.08909447153509,40984156,-0.14377975,-83.12336624711573,16.305555,0,-1.3000001,0,0,2,0,870f0c0856833e76006acc24c913ee3c,0,-0.24415588
7082,0,0,0,101084,229.82,20200601,111819,2,4.6,0.92,0.79,16.0395,339.65,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODQ2NTZ9,40.08916246796304,40984656,-0.048074722,-83.12339848694761,16.344444,0,-0.2,0,0,2,0,f24b657e9ab9c94f04726ab5d56f9de5,0,-1.5258789e-05
7083,0,0,0,101084,229.82,20200601,111819,2,5.6,0.92,0.79,16.096542,339.56,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODUxNTZ9,40.089230466961624,40985156,-0.00022315979,-83.12343150631078,16.333334,0,0.2,0,0,2,0,022bad65555e2623a912e9fa3b328564,0,-1.5258789e-05
7084,0,0,0,101084,229.82,20200601,111819,2,6.7,0.92,0.79,16.021513,339.48,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODU2NTZ9,40.08929829938516,40985656,-0.095926285,-83.12346452352085,16.344444,0,1.9,0,0,2,0,e5a319f8f02a52d87b185164348e2c13,0,0.488266
7085,0,0,0,101084,229.92,20200601,111819,2,8.0,0.92,0.79,16.040527,339.45,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODYxNTZ9,40.089366132372504,40986156,-0.048074722,-83.1234973633081,16.36389,0,1.9,0,0,2,0,b1b6e45427631a1bc4faa3c319344700,0,0.488266
7086,0,0,0,101084,230.02,20200601,111819,2,11.0,0.93,0.8,15.592417,338.14,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODY2NTZ9,40.08943211473936,40986656,-0.095926285,-83.12353147817038,16.322222,0,-0.2,0,0,2,0,07195f494bc6040a2ff5628f39424179,0,-1.5258789e-05
7087,0,0,0,101084,230.12,20200601,111819,2,14.0,0.96,0.81,15.476791,339.19,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODcxNTZ9,40.089497295932574,40987156,-0.00022315979,-83.12356391922619,16.358334,0,-0.3,0,0,2,0,7d3a8e5bf6f83f54957f7844a27a0a3e,0,-1.5258789e-05
7088,0,0,0,101084,230.32,20200601,111819,2,17.0,1.0,0.85,15.834972,340.35,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODc2NTZ9,40.08956480828615,40987656,-0.048074722,-83.1235958362902,16.344444,0,-0.2,0,0,2,0,5969c29dc80b1701a37bf6567d05c6fe,0,-1.5258789e-05
7089,0,0,0,101084,230.32,20200601,111819,2,16.0,1.1,0.93,15.550278,340.45,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODgxNTZ9,40.089631142502576,40988156,-0.048074722,-83.12362631475897,16.333334,0,0.8,0,0,2,0,5cf13219a67e80178f33e79cbbfde262,0,0.24412537
7090,0,0,0,101084,230.52,20200601,111819,2,10.0,1.2,1.0,16.05132,340.58,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODg2NTZ9,40.08969997694082,40988656,-0.095926285,-83.12365762009856,16.366667,0,2.0,0,0,2,0,5ece17756d40a2af1234986402f94b58,0,0.488266
7091,0,0,0,101084,230.62,20200601,111819,2,7.5,1.2,1.0,15.860153,341.11,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODkxNTZ9,40.08976781427414,40989156,-0.048074722,-83.12368783926985,16.36389,0,2.1000001,0,0,2,0,9db90eada4727eb3087e611076748271,0,0.7324066
7092,0,0,0,101084,230.62,20200601,111819,2,5.9,1.2,1.0,15.955736,340.38,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5ODk2NTZ9,40.08983597522036,40989656,-0.048074722,-83.12371966316684,16.391666,0,1.0,0,0,2,0,1cd72dcb33fd835f66b94cb7190a01c3,0,0.24412537
7093,0,0,0,101084,230.72,20200601,111819,2,5.1,1.2,1.1,15.977834,340.77,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTAxNTd9,40.08990464513442,40990157,-0.048074722,-83.12375074584638,16.391666,0,0.0,0,0,2,0,fccdc988a11d1efe24a2259a4b223e9f,0,-1.5258789e-05
7094,0,0,0,101084,230.92,20200601,111819,2,3.5,1.2,1.1,16.056458,340.87,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTA2NTd9,40.089972979229586,40990657,-0.00022315979,-83.1237817243071,16.391666,0,-0.3,0,0,2,0,382d971479334f6694f5e8bd9fd92262,0,-1.5258789e-05
7095,0,0,0,101084,230.92,20200601,111819,2,2.1,1.2,1.1,16.126347,340.64,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTExNTd9,40.09004164410049,40991157,-0.095926285,-83.12381327384668,16.413889,0,-0.4,0,0,2,0,8dc4180e7bccb2fddba7d3f924af4efd,0,-1.5258789e-05
7096,0,0,0,101084,230.82,20200601,111819,2,1.7,1.2,1.1,16.126862,340.17,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTE2NTd9,40.090110473289414,40991657,-0.00022315979,-83.12384504171469,16.358334,0,-0.4,0,0,2,0,0a83bf3034e02891d1041c0b16e80ce0,0,-1.5258789e-05
7097,0,0,0,101084,230.72,20200601,111819,2,1.4,1.2,1.0,16.166945,340.06,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTIxNTd9,40.090179638893964,40992157,-0.048074722,-83.1238773987274,16.402777,0,-0.4,0,0,2,0,c78ad39fb22c4d79bb1e5a1a1d317a29,0,-1.5258789e-05
7098,0,0,0,101084,230.82,20200601,111819,2,0.8,1.2,1.0,16.099625,340.02,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTI2NTd9,40.09024813849903,40992657,-0.14377975,-83.1239099073379,16.436111,0,-0.3,0,0,2,0,ed7d35a9f75d2c2701b44d2b12c10662,0,-1.5258789e-05
7099,0,0,0,101084,230.82,20200601,111819,2,1.7,1.1,1.0,16.107334,340.13,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTMxNTd9,40.09031713957361,40993157,0.047628403,-83.12394221699425,16.452778,0,-0.3,0,0,2,0,2b5260bcee11439c10ab5740ce2be359,0,-1.5258789e-05
7100,0,0,0,101084,230.82,20200601,111819,2,2.2,1.1,1.0,16.13611,339.89,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTM2NTd9,40.09038630385036,40993657,-0.095926285,-83.12397493531873,16.408333,0,0.5,0,0,2,0,01e7ed14e185d4584b444909dd62d025,0,0.24412537
7101,0,0,0,101084,230.82,20200601,111819,2,1.5,1.1,0.97,16.083181,339.98,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTQxNTd9,40.09045463809923,40994157,-0.048074722,-83.12400724928297,16.366667,0,1.7,0,0,2,0,678040c418b4dfebd02866871dc3f630,0,0.7324066
7102,0,0,0,101084,230.82,20200601,111819,2,3.4,1.1,0.96,16.04207,340.34,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTQ2NTd9,40.090523474861335,40994657,-0.00022315979,-83.12403867178604,16.425,0,5.5,0,0,2,0,22b6ecb968a0b043cf03ae886049ab47,0,1.7089691
7103,0,0,0,101084,230.82,20200601,111819,2,2.2,1.1,0.96,16.001472,341.17,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTUxNTd9,40.09059231467451,40995157,-0.00022315979,-83.12406899301544,16.425,0,5.8,0,0,2,0,2b9f5e9780abfd5c002d6257101f00b9,0,1.7089691
7104,0,0,0,101084,230.82,20200601,111819,2,0.46,1.1,0.95,16.133541,342.15,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTU2NTd9,40.09066181976387,40995657,-0.00022315979,-83.1240987818061,16.419443,0,5.8,0,0,2,0,adfcfdc6809b2ba3483f7ff6eb8739e5,0,1.7089691
7105,0,0,0,101084,231.02,20200601,111819,2,180.0,1.1,0.95,16.128916,341.72,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTYxNTd9,40.09073098453891,40996157,-0.00022315979,-83.12412820782738,16.441666,0,5.3,0,0,2,0,e2e372d0930db2746af1e86f1bcf77e0,0,1.7089691
7106,0,0,0,101084,231.12,20200601,111819,2,6.9,1.1,0.96,16.01175,342.99,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTY2NTd9,40.09080015525055,40996657,-0.00022315979,-83.12415626736804,16.436111,0,3.8,0,0,2,0,074a55f0ab0747cf800365a0d35c8973,0,1.2206879
7107,0,0,0,101084,231.22,20200601,111819,2,15.0,1.1,0.97,16.04875,343.47,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTcxNTd9,40.0908706555654,40997157,-0.00022315979,-83.12418316386707,16.380554,0,1.6,0,0,2,0,b874a41a9fb79e8b2ecbdc7c9f54945a,0,0.488266
7108,0,0,0,101084,231.32,20200601,111819,2,18.0,1.1,0.99,16.091402,344.02,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTc2NTd9,40.090940821774126,40997657,-0.048074722,-83.12420904527261,16.425,0,1.1,0,0,2,0,d2020a5d14c82dad89210c987ef7671d,0,0.24412537
7109,0,0,0,101084,231.32,20200601,111819,2,19.0,1.2,1.0,16.132,344.12,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTgxNTd9,40.09101082159683,40998157,-0.00022315979,-83.12423535704407,16.491667,0,1.1,0,0,2,0,36dba1d3b1534895f8992d32bb076dc5,0,0.24412537
7110,0,0,0,101084,231.32,20200601,111819,2,21.0,1.2,1.0,16.103737,343.93,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTg2NTd9,40.09108165524198,40998657,-0.048074722,-83.12426139801164,16.522223,0,4.9,0,0,2,0,841af21639ac73e787a3d06ae61517a6,0,1.2206879
7111,0,0,0,101084,231.62,20200601,111819,2,22.0,1.2,1.0,16.158722,345.21,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTkxNTd9,40.09115115112438,40999157,-0.00022315979,-83.12428662206239,16.527779,0,4.9,0,0,2,0,d473d26d2cb2ebec95a2810dfb29f015,0,1.4648285
7112,0,0,0,101084,231.52,20200601,111819,2,23.0,1.2,1.0,16.171055,345.49,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDA5OTk2NTd9,40.091222649592474,40999657,-0.00022315979,-83.12431089505175,16.533333,0,2.1000001,0,0,2,0,cc9e684061eff8544aadcf674570a8c1,0,0.97654724
7113,0,0,0,101084,231.52,20200601,111819,2,22.0,1.2,1.0,16.370958,346.25,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDAxNTd9,40.09129447762653,41000157,-0.048074722,-83.1243337313183,16.613888,0,1.4,0,0,2,0,f910f13f75eb7f0f572d201ece9d02e5,0,0.488266
7114,0,0,0,101084,231.72,20200601,111819,2,20.0,1.2,1.0,15.840625,345.26,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDA2NTd9,40.091364150867115,41000657,-0.048074722,-83.12435711128485,16.661112,0,2.0,0,0,2,0,233818e2068de022d0d8d5ff088913d4,0,0.488266
7115,0,0,0,101084,231.62,20200601,111819,2,18.0,1.3,1.0,16.36068,346.17,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDExNTd9,40.09143581159599,41001157,-0.19163132,-83.12437974854763,16.708332,0,2.4,0,0,2,0,4bdec508d1a51fcf982917028982c308,0,0.7324066
7116,0,0,0,101084,231.72,20200601,111819,2,18.0,1.3,1.1,16.351944,346.78,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDE2NTh9,40.09150813961039,41001658,-0.048074722,-83.12440211719485,16.699999,0,2.8,0,0,2,0,0cb0b4381e0c64067551561828808c42,0,0.7324066
7117,0,0,0,101084,231.72,20200601,111819,2,18.0,1.3,1.1,16.352459,346.9,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDIxNTh9,40.091580805104215,41002158,-0.048074722,-83.12442375803002,16.666666,0,2.8,0,0,2,0,2bc960a36db0592f8e8f47540972592d,0,0.97654724
7118,0,0,0,101084,231.62,20200601,111819,2,18.0,1.3,1.1,16.428,347.63,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDI3NTd9,40.091668297074975,41002757,-0.095926285,-83.12444860096623,16.694445,0,2.8,0,0,2,0,9bec2d71a76616ae26ce1a12f836bf08,0,0.97654724
7119,0,0,0,101084,231.42,20200601,111819,2,19.0,1.3,1.1,16.325222,347.09,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDMyNTh9,40.09174096982882,41003258,-0.00022315979,-83.12446971713622,16.672222,0,2.9,0,0,2,0,d5f080cad9a9d66cff22b9536ec97c3c,0,0.97654724
7120,0,0,0,101084,231.22,20200601,111819,2,24.0,1.3,1.1,16.514847,348.5,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDM3NTh9,40.091815118832876,41003758,-0.14377975,-83.12448941397214,16.713888,0,2.9,0,0,2,0,4082b3f89a246b866ea223ae9ec6c5ff,0,0.97654724
7121,0,0,0,101084,231.02,20200601,111819,2,27.0,1.3,1.0,16.44907,348.51,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDQyNTh9,40.09188878535372,41004258,-0.095926285,-83.12450991182303,16.688889,0,2.9,0,0,2,0,02386bd3708a255d0aad05f65f132761,0,0.97654724
7122,0,0,0,101084,231.02,20200601,111819,2,25.0,1.3,1.0,16.442389,349.15,0,eyJkZXZpY2UiOjEwMTA4NCwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTExODE5LCJsb2NhbHRpbWVtcyI6NDEwMDQ3NTh9,40.091961942095324,41004758,-0.00022315979,-83.12452777442381,16.666666,0,3.0,0,0,2,0,f4dc613a9053ba42e1c79637a2663b0a,0,0.97654724
